,0
659,"The O'Reilly Factor : FOXNEWS : November 24, 2011 5:00am-6:00am EST"
660,"Red Eye : FOXNEWS : August 10, 2009 12:00am-1:00am EDT"
661,"Happening Now : FOXNEWS : September 10, 2009 11:00am-1:00pm EDT"
662,"The FOX Report With Shepard Smith : FOXNEWS : September 18, 2009 7:00pm-8:00pm EDT"
663,"America's News HQ : FOXNEWS : September 19, 2009 12:00pm-1:54pm EDT"
664,"Hannity : FOXNEWS : November 4, 2009 12:00am-1:00am EST"
665,"Special Report With Bret Baier : FOXNEWS : February 16, 2010 6:00pm-7:00pm EST"
666,"FOX and Friends Sunday : FOXNEWS : March 7, 2010 7:00am-10:00am EST"
667,"Greta Van Susteren : FOXNEWS : April 29, 2011 1:00am-2:00am EDT"
668,"The FOX Report With Shepard Smith : FOXNEWS : September 30, 2011 7:00pm-8:00pm EDT"
669,"Hannity : FOXNEWS : October 14, 2011 9:00pm-10:00pm EDT"
670,"Special Report With Bret Baier : FOXNEWS : October 20, 2011 4:00am-5:00am EDT"
671,"Forbes on FOX : FOXNEWS : October 29, 2011 11:00am-11:30am EDT"
672,"America's News Headquarters : FOXNEWS : October 30, 2011 10:00am-12:00pm EDT"
673,"America Live : FOXNEWS : October 31, 2011 1:00pm-3:00pm EDT"
674,"Special Report With Bret Baier : FOXNEWS : December 3, 2011 4:00am-5:00am EST"
675,"The FOX Report With Shepard Smith : FOXNEWS : July 6, 2009 7:00pm-7:28pm EDT"
676,"FOX and Friends Sunday : FOXNEWS : August 16, 2009 7:00am-10:00am EDT"
677,"The FOX Report With Shepard Smith : FOXNEWS : September 10, 2010 7:00pm-8:00pm EDT"
678,"America's News HQ : FOXNEWS : April 10, 2011 4:00pm-6:00pm EDT"
679,"Stossel : FOXNEWS : June 18, 2011 10:00pm-11:00pm EDT"
680,"Studio B With Shepard Smith : FOXNEWS : September 28, 2011 3:00pm-4:00pm EDT"
681,"Greta Van Susteren : FOXNEWS : November 8, 2011 10:00pm-11:00pm EST"
682,"America's Election Headquarters : FOXNEWS : January 21, 2012 6:00pm-9:00pm EST"
683,"The Five : FOXNEWS : May 22, 2012 2:00am-3:00am EDT"
684,"Greta Van Susteren : FOXNEWS : September 18, 2012 1:00am-2:00am EDT"
685,"Studio B With Shepard Smith : FOXNEWS : July 3, 2009 3:00pm-4:00pm EDT"
686,"FOX and Friends : FOXNEWS : July 17, 2009 6:00am-9:00am EDT"
687,"The FOX Report With Shepard Smith : FOXNEWS : August 10, 2009 7:00pm-8:00pm EDT"
688,"Hannity : FOXNEWS : September 18, 2009 9:00pm-10:00pm EDT"
689,"Happening Now : FOXNEWS : February 2, 2010 11:00am-1:00pm EST"
690,"FOX and Friends Sunday : FOXNEWS : May 16, 2010 7:00am-10:00am EDT"
691,"FOX and Friends : FOXNEWS : April 1, 2011 6:00am-9:00am EDT"
692,"Huckabee : FOXNEWS : October 1, 2011 8:00pm-9:00pm EDT"
693,"Your World With Neil Cavuto : FOXNEWS : November 8, 2011 4:00pm-5:00pm EST"
694,"Special Report With Bret Baier : FOXNEWS : May 1, 2012 4:00am-5:00am EDT"
695,"FOX and Friends Saturday : FOXNEWS : July 18, 2009 7:00am-10:00am EDT"
696,"Red Eye : FOXNEWS : November 1, 2009 12:00am-1:00am EDT"
697,"Geraldo at Large : FOXNEWS : September 12, 2010 4:00am-5:00am EDT"
698,"America's News HQ : FOXNEWS : September 26, 2010 10:00am-12:00pm EDT"
699,"America's News HQ : FOXNEWS : May 22, 2011 10:00am-12:00pm EDT"
700,"Hannity : FOXNEWS : September 30, 2011 9:00pm-10:00pm EDT"
701,"America's News Headquarters : FOXNEWS : October 15, 2011 1:00pm-2:00pm EDT"
702,"FOX News Sunday With Chris Wallace : FOXNEWS : October 23, 2011 6:00pm-7:00pm EDT"
703,"America Live : FOXNEWS : November 9, 2011 1:00pm-3:00pm EST"
704,"The Five : FOXNEWS : January 1, 2012 5:00am-6:00am EST"
705,"FOX and Friends : FOXNEWS : July 20, 2009 6:00am-9:00am EDT"
706,"Happening Now : FOXNEWS : July 29, 2009 11:00am-1:00pm EDT"
707,"The Live Desk : FOXNEWS : October 9, 2009 1:00pm-2:59pm EDT"
708,"The FOX Report With Shepard Smith : FOXNEWS : October 29, 2009 7:00pm-8:00pm EDT"
709,"The O'Reilly Factor : FOXNEWS : November 4, 2009 5:00am-6:00am EST"
710,"The O'Reilly Factor : FOXNEWS : September 15, 2010 5:00am-6:00am EDT"
711,"FOX and Friends : FOXNEWS : October 29, 2010 5:00am-8:00am EST"
712,"Bulls and Bears : FOXNEWS : February 5, 2011 10:00am-10:30am EST"
713,"America's News HQ : FOXNEWS : February 6, 2011 10:00am-12:00pm EST"
714,"Greta Van Susteren : FOXNEWS : October 1, 2011 1:00am-2:00am EDT"
715,"Huckabee : FOXNEWS : October 16, 2011 8:00pm-9:00pm EDT"
716,"FOX News Watch : FOXNEWS : November 5, 2011 2:30pm-3:00pm EDT"
717,"Happening Now : FOXNEWS : July 8, 2009 11:00am-1:00pm EDT"
718,"FOX and Friends : FOXNEWS : August 21, 2009 6:00am-9:00am EDT"
719,"Glenn Beck : FOXNEWS : November 3, 2009 5:00pm-6:00pm EST"
720,"FOX Report : FOXNEWS : January 9, 2010 7:00pm-8:00pm EST"
721,"Studio B With Shepard Smith : FOXNEWS : January 21, 2010 3:00pm-4:00pm EST"
722,"America's Newsroom : FOXNEWS : September 8, 2010 9:00am-11:00am EDT"
723,"Your World With Neil Cavuto : FOXNEWS : April 7, 2011 4:00pm-5:00pm EDT"
724,"America's News Headquarters : FOXNEWS : October 8, 2011 6:00pm-7:00pm EDT"
725,"America's Newsroom : FOXNEWS : October 17, 2011 9:00am-11:00am EDT"
726,"America's News HQ : FOXNEWS : July 4, 2009 3:00pm-4:00pm EDT"
727,"America's Newsroom : FOXNEWS : July 13, 2009 9:00am-11:00am EDT"
728,"FOX and Friends : FOXNEWS : September 21, 2009 6:00am-9:00am EDT"
729,"Special Report With Bret Baier : FOXNEWS : September 30, 2009 6:00pm-7:00pm EDT"
730,"FOX and Friends : FOXNEWS : January 4, 2010 6:00am-9:00am EST"
731,"The O'Reilly Factor : FOXNEWS : July 23, 2010 5:00am-6:00am EDT"
732,"Studio B With Shepard Smith : FOXNEWS : August 10, 2010 3:00pm-4:00pm EDT"
733,"The Journal Editorial Report : FOXNEWS : August 28, 2010 11:00pm-11:30pm EDT"
734,"Special Report With Bret Baier : FOXNEWS : April 7, 2011 4:00am-5:00am EDT"
735,"Glenn Beck : FOXNEWS : April 7, 2011 5:00pm-6:00pm EDT"
736,"The FOX Report With Shepard Smith : FOXNEWS : October 21, 2011 7:00pm-8:00pm EDT"
737,"Huckabee : FOXNEWS : October 22, 2011 8:00pm-9:00pm EDT"
738,"America's News Headquarters : FOXNEWS : October 29, 2011 12:00pm-1:00pm EDT"
739,"Happening Now : FOXNEWS : April 23, 2012 11:00am-1:00pm EDT"
740,"The FOX Report With Shepard Smith : FOXNEWS : July 9, 2009 7:00pm-8:00pm EDT"
741,"FOX Report : FOXNEWS : July 12, 2009 7:00pm-8:00pm EDT"
742,"The Live Desk : FOXNEWS : November 3, 2009 1:00pm-3:00pm EST"
743,"Studio B With Shepard Smith : FOXNEWS : January 11, 2010 3:00pm-4:00pm EST"
744,"Happening Now : FOXNEWS : March 22, 2010 12:38pm-1:00pm EDT"
745,"Geraldo at Large : FOXNEWS : August 9, 2010 1:00am-2:00am EDT"
746,"Red Eye : FOXNEWS : October 15, 2010 3:00am-4:00am EDT"
747,"The FOX Report With Julie Banderas : FOXNEWS : November 26, 2010 7:00pm-8:00pm EST"
748,"FOX and Friends : FOXNEWS : December 16, 2010 6:00am-9:00am EST"
749,"FOX News Sunday With Chris Wallace : FOXNEWS : May 2, 2011 2:00am-3:00am EDT"
750,"FOX News Sunday With Chris Wallace : FOXNEWS : October 3, 2011 2:00am-3:00am EDT"
751,"The O'Reilly Factor : FOXNEWS : October 6, 2011 8:00pm-9:00pm EDT"
752,"Happening Now : FOXNEWS : October 11, 2011 11:00am-1:00pm EDT"
753,"The FOX Report With Shepard Smith : FOXNEWS : October 17, 2011 7:00pm-8:00pm EDT"
754,"America's News Headquarters : FOXNEWS : October 22, 2011 6:00pm-7:00pm EDT"
755,"The O'Reilly Factor : FOXNEWS : November 2, 2011 5:00am-6:00am EDT"
756,"America's News HQ : FOXNEWS : July 12, 2009 4:00pm-6:00pm EDT"
757,"The Live Desk : FOXNEWS : July 15, 2009 1:00pm-3:00pm EDT"
758,"Happening Now : FOXNEWS : July 22, 2009 11:00am-1:00pm EDT"
759,"FOX Report : FOXNEWS : August 30, 2009 7:00pm-8:00pm EDT"
760,"FOX and Friends : FOXNEWS : September 1, 2009 6:00am-9:00am EDT"
761,"FOX and Friends Saturday : FOXNEWS : April 4, 2010 7:00am-10:00am EDT"
762,"Happening Now : FOXNEWS : April 19, 2010 11:00am-1:00pm EDT"
763,"FOX News Watch : FOXNEWS : October 23, 2010 11:30pm-12:00am EDT"
764,"Greta Van Susteren : FOXNEWS : November 2, 2010 9:00pm-10:00pm EST"
765,"Studio B With Shepard Smith : FOXNEWS : May 2, 2011 3:00pm-4:00pm EDT"
766,"America's News Headquarters : FOXNEWS : October 1, 2011 12:00pm-1:00pm EDT"
767,"FOX and Friends : FOXNEWS : October 3, 2011 6:00am-9:00am EDT"
768,"FOX and Friends Saturday : FOXNEWS : October 8, 2011 6:00am-10:00am EDT"
769,"America's News Headquarters : FOXNEWS : October 16, 2011 12:00pm-2:00pm EDT"
770,"FOX and Friends : FOXNEWS : July 27, 2012 6:00am-9:00am EDT"
771,"Greta Van Susteren : FOXNEWS : July 2, 2009 10:00pm-11:00pm EDT"
772,"Geraldo at Large : FOXNEWS : July 4, 2009 10:00pm-11:00pm EDT"
773,"Studio B With Shepard Smith : FOXNEWS : July 6, 2009 3:00pm-4:00pm EDT"
774,"Glenn Beck : FOXNEWS : July 8, 2009 5:00pm-6:00pm EDT"
775,"Huckabee : FOXNEWS : July 12, 2009 11:00pm-12:00am EDT"
776,"The Live Desk : FOXNEWS : July 17, 2009 1:00pm-3:00pm EDT"
777,"Hannity : FOXNEWS : July 23, 2009 12:00am-12:15am EDT"
778,"FOX News Report : FOXNEWS : January 1, 2010 3:00pm-4:00pm EST"
779,"Geraldo at Large : FOXNEWS : January 3, 2010 1:00am-2:00am EST"
780,"Bulls and Bears : FOXNEWS : February 15, 2010 4:00am-4:30am EST"
781,"Cavuto on Business : FOXNEWS : March 22, 2010 4:30am-5:00am EDT"
782,"The O'Reilly Factor : FOXNEWS : March 24, 2010 5:00am-6:00am EDT"
783,"Geraldo at Large : FOXNEWS : August 29, 2010 4:00am-5:00am EDT"
784,"FOX and Friends : FOXNEWS : November 12, 2010 6:00am-9:00am EST"
785,"FOX and Friends Sunday : FOXNEWS : May 22, 2011 6:00am-10:00am EDT"
786,"Your World With Neil Cavuto : FOXNEWS : September 29, 2011 4:00pm-5:00pm EDT"
787,"Special Report With Bret Baier : FOXNEWS : October 21, 2011 4:00am-5:00am EDT"
788,"The Five : FOXNEWS : February 24, 2012 5:00pm-6:00pm EST"
789,"The O'Reilly Factor : FOXNEWS : July 18, 2009 6:00am-7:00am EDT"
790,"FOX and Friends Sunday : FOXNEWS : June 27, 2010 7:00am-10:00am EDT"
791,"America's News HQ : FOXNEWS : July 31, 2010 4:00pm-6:00pm EDT"
792,"Glenn Beck : FOXNEWS : August 17, 2010 5:00pm-6:00pm EDT"
793,"Forbes on FOX : FOXNEWS : August 28, 2010 11:00am-11:30am EDT"
794,"FOX and Friends : FOXNEWS : October 15, 2010 6:00am-9:00am EDT"
795,"Fox News The Disaster in Japan : FOXNEWS : March 20, 2011 9:00pm-10:00pm EDT"
796,"America Live : FOXNEWS : April 6, 2011 1:00pm-3:00pm EDT"
797,"Hannity : FOXNEWS : April 6, 2011 9:00pm-10:00pm EDT"
798,"The O'Reilly Factor : FOXNEWS : April 6, 2011 11:00pm-12:00am EDT"
799,"Greta Van Susteren : FOXNEWS : October 22, 2011 1:00am-2:00am EDT"
800,"The O'Reilly Factor : FOXNEWS : October 27, 2011 5:00am-6:00am EDT"
801,"Special Report With Bret Baier : FOXNEWS : May 30, 2012 6:00pm-7:00pm EDT"
802,"America's Election Headquarters : FOXNEWS : November 5, 2012 3:00am-4:00am EST"
803,"Special Report With Bret Baier : FOXNEWS : July 6, 2009 6:00pm-6:28pm EDT"
804,"America's News HQ : FOXNEWS : September 6, 2009 11:00am-12:00pm EDT"
805,"FOX and Friends : FOXNEWS : January 5, 2010 6:00am-9:00am EST"
806,"Red Eye : FOXNEWS : January 6, 2011 3:00am-4:00am EST"
807,"Red Eye : FOXNEWS : April 12, 2011 3:00am-4:00am EDT"
808,"Special Report With Bret Baier : FOXNEWS : October 4, 2011 4:00am-5:00am EDT"
809,"The Five : FOXNEWS : October 6, 2011 2:00am-3:00am EDT"
810,"The Journal Editorial Report : FOXNEWS : October 8, 2011 2:00pm-2:30pm EDT"
811,"FOX and Friends : FOXNEWS : October 12, 2011 6:00am-9:00am EDT"
812,"Special Report With Bret Baier : FOXNEWS : October 13, 2011 6:00pm-7:00pm EDT"
813,"America's Newsroom : FOXNEWS : October 19, 2011 9:00am-11:00am EDT"
814,"America's Election Headquarters : FOXNEWS : November 7, 2012 1:00pm-3:00pm EST"
815,"Red Eye : FOXNEWS : September 21, 2009 12:00am-1:00am EDT"
816,"Geraldo at Large : FOXNEWS : April 18, 2010 1:00am-2:00am EDT"
817,"Happening Now : FOXNEWS : February 1, 2011 11:00am-12:47pm EST"
818,"FOX and Friends : FOXNEWS : October 11, 2011 6:00am-9:00am EDT"
819,"Red Eye : FOXNEWS : October 21, 2011 3:00am-4:00am EDT"
820,"Hannity : FOXNEWS : November 2, 2011 12:00am-1:00am EDT"
821,"The FOX Report With Shepard Smith : FOXNEWS : November 3, 2011 7:00pm-8:00pm EDT"
822,"The Five : FOXNEWS : November 8, 2011 2:00am-3:00am EST"
823,"America Live : FOXNEWS : May 21, 2012 2:55pm-3:00pm EDT"
824,"Studio B With Shepard Smith : FOXNEWS : July 8, 2009 3:00pm-4:00pm EDT"
825,"America's News HQ : FOXNEWS : November 1, 2009 12:00pm-2:00pm EST"
826,"America's Newsroom : FOXNEWS : August 13, 2010 9:00am-11:00am EDT"
827,"America Live : FOXNEWS : August 13, 2010 1:00pm-3:00pm EDT"
828,"The FOX Report With Shepard Smith : FOXNEWS : September 14, 2010 7:00pm-8:00pm EDT"
829,"Studio B With Shepard Smith : FOXNEWS : September 29, 2010 3:00pm-4:00pm EDT"
830,"FOX and Friends : FOXNEWS : November 16, 2010 6:00am-9:00am EST"
831,"Fox News Reporting : FOXNEWS : November 25, 2010 3:00pm-4:00pm EST"
832,"FOX News Watch : FOXNEWS : April 10, 2011 6:30am-7:00am EDT"
833,"Geraldo at Large : FOXNEWS : April 11, 2011 1:00am-2:00am EDT"
834,"Sky News Today : FOXNEWS : April 28, 2011 5:00am-6:00am EDT"
835,"The FOX Report With Shepard Smith : FOXNEWS : June 30, 2011 7:00pm-8:00pm EDT"
836,"FOX and Friends : FOXNEWS : September 29, 2011 6:00am-9:00am EDT"
837,"Happening Now : FOXNEWS : September 29, 2011 11:00am-1:00pm EDT"
838,"Red Eye : FOXNEWS : October 2, 2011 2:00am-3:00am EDT"
839,"FOX Report : FOXNEWS : October 2, 2011 7:00pm-8:00pm EDT"
840,"Special Report With Bret Baier : FOXNEWS : October 12, 2011 4:00am-5:00am EDT"
841,"Hannity : FOXNEWS : October 21, 2011 12:00am-1:00am EDT"
842,"Hannity : FOXNEWS : November 3, 2011 12:00am-1:00am EDT"
843,"Special Report With Bret Baier : FOXNEWS : November 8, 2011 4:00am-5:00am EST"
844,"Studio B With Shepard Smith : FOXNEWS : July 7, 2009 3:00pm-4:00pm EDT"
845,"Red Eye : FOXNEWS : September 8, 2009 3:00am-4:00am EDT"
846,"The O'Reilly Factor : FOXNEWS : October 22, 2009 5:00am-6:00am EDT"
847,"Red Eye : FOXNEWS : April 16, 2010 3:00am-4:00am EDT"
848,"FOX and Friends Saturday : FOXNEWS : October 9, 2010 7:00am-10:00am EDT"
849,"Special Report With Bret Baier : FOXNEWS : May 20, 2011 4:00am-5:00am EDT"
850,"Red Eye : FOXNEWS : July 5, 2011 3:00am-4:00am EDT"
851,"The Five : FOXNEWS : October 1, 2011 2:00am-3:00am EDT"
852,"The FOX Report With Shepard Smith : FOXNEWS : October 4, 2011 7:00pm-8:00pm EDT"
853,"Geraldo at Large : FOXNEWS : October 16, 2011 10:00pm-11:00pm EDT"
854,"Special Report With Bret Baier : FOXNEWS : April 10, 2012 6:00pm-7:00pm EDT"
855,"FOX and Friends : FOXNEWS : May 28, 2012 6:00am-9:00am EDT"
856,"FOX News Watch : FOXNEWS : July 18, 2009 2:30pm-3:00pm EDT"
857,"The O'Reilly Factor : FOXNEWS : August 26, 2009 8:00pm-9:00pm EDT"
858,"Studio B With Shepard Smith : FOXNEWS : September 29, 2009 3:00pm-4:00pm EDT"
859,"The O'Reilly Factor : FOXNEWS : September 25, 2010 6:00am-7:00am EDT"
860,"America's News HQ : FOXNEWS : January 2, 2011 4:00pm-6:00pm EST"
861,"Special Report With Bret Baier : FOXNEWS : April 14, 2011 4:00am-5:00am EDT"
862,"The Five : FOXNEWS : October 6, 2011 5:00pm-6:00pm EDT"
863,"Hannity : FOXNEWS : October 7, 2011 9:00pm-10:00pm EDT"
864,"The O'Reilly Factor : FOXNEWS : October 12, 2011 5:00am-6:00am EDT"
865,"America Live : FOXNEWS : October 13, 2011 1:00pm-3:00pm EDT"
866,"Geraldo at Large : FOXNEWS : October 17, 2011 5:00am-6:00am EDT"
867,"Your World With Neil Cavuto : FOXNEWS : November 1, 2011 4:00pm-5:00pm EDT"
868,"Hannity : FOXNEWS : November 5, 2011 12:00am-1:00am EDT"
869,"Studio B With Shepard Smith : FOXNEWS : July 9, 2009 3:00pm-4:00pm EDT"
870,"The Live Desk : FOXNEWS : August 26, 2009 1:00pm-3:00pm EDT"
871,"FOX and Friends Sunday : FOXNEWS : November 8, 2009 7:00am-10:00am EST"
872,"FOX and Friends Sunday : FOXNEWS : February 28, 2010 7:00am-10:00am EST"
873,"FOX and Friends Sunday : FOXNEWS : June 20, 2010 7:00am-10:00am EDT"
874,"America's News HQ : FOXNEWS : July 31, 2010 10:00pm-11:00pm EDT"
875,"FOX and Friends : FOXNEWS : August 9, 2010 6:00am-9:00am EDT"
876,"America's Newsroom : FOXNEWS : December 24, 2010 9:00am-11:00am EST"
877,"Glenn Beck : FOXNEWS : April 8, 2011 5:00pm-6:00pm EDT"
878,"The Journal Editorial Report : FOXNEWS : April 10, 2011 6:00am-6:30am EDT"
879,"FOX and Friends : FOXNEWS : April 26, 2011 6:00am-9:00am EDT"
880,"FOX Report : FOXNEWS : June 4, 2011 7:00pm-8:00pm EDT"
881,"The O'Reilly Factor : FOXNEWS : October 3, 2011 8:00pm-9:00pm EDT"
882,"Special Report With Bret Baier : FOXNEWS : October 31, 2011 6:00pm-7:00pm EDT"
883,"FOX and Friends : FOXNEWS : July 10, 2009 6:00am-9:00am EDT"
884,"Glenn Beck : FOXNEWS : August 27, 2009 5:00pm-6:00pm EDT"
885,"The Journal Editorial Report : FOXNEWS : September 5, 2009 11:00pm-11:30pm EDT"
886,"Happening Now : FOXNEWS : September 17, 2009 11:00am-1:00pm EDT"
887,"FOX Report : FOXNEWS : October 31, 2009 7:00pm-8:00pm EDT"
888,"The Live Desk : FOXNEWS : January 25, 2010 1:00pm-2:53pm EST"
889,"FOX Report : FOXNEWS : March 21, 2010 7:00pm-8:00pm EDT"
890,"Geraldo at Large : FOXNEWS : August 8, 2010 10:00pm-11:00pm EDT"
891,"Geraldo at Large : FOXNEWS : October 24, 2010 4:00am-5:00am EDT"
892,"Studio B With Shepard Smith : FOXNEWS : January 10, 2011 3:00pm-4:00pm EST"
893,"FOX and Friends : FOXNEWS : April 29, 2011 8:00am-9:00am EDT"
894,"Red Eye : FOXNEWS : July 7, 2011 3:00am-4:00am EDT"
895,"America's News Headquarters : FOXNEWS : October 1, 2011 4:00pm-6:00pm EDT"
896,"The O'Reilly Factor : FOXNEWS : October 5, 2011 8:00pm-9:00pm EDT"
897,"America's News Headquarters : FOXNEWS : October 9, 2011 10:00am-12:00pm EDT"
898,"Hannity : FOXNEWS : October 15, 2011 3:00pm-4:00pm EDT"
899,"FOX and Friends : FOXNEWS : October 21, 2011 6:00am-9:00am EDT"
900,"Red Eye : FOXNEWS : October 22, 2011 3:00am-4:00am EDT"
901,"The O'Reilly Factor : FOXNEWS : November 1, 2011 5:00am-6:00am EDT"
902,"America Live : FOXNEWS : November 1, 2011 1:00pm-3:00pm EDT"
903,"Studio B With Shepard Smith : FOXNEWS : November 1, 2011 3:00pm-4:00pm EDT"
904,"Huckabee : FOXNEWS : January 1, 2012 3:00am-4:00am EST"
905,"FOX News Sunday With Chris Wallace : FOXNEWS : August 26, 2012 9:00pm-9:59pm EDT"
906,"Happening Now : FOXNEWS : July 9, 2009 11:00am-1:00pm EDT"
907,"Happening Now : FOXNEWS : July 30, 2009 11:00am-1:00pm EDT"
908,"FOX Report : FOXNEWS : September 6, 2009 3:00am-4:00am EDT"
909,"FOX News Sunday With Chris Wallace : FOXNEWS : September 20, 2009 6:00pm-7:00pm EDT"
910,"Special Report With Bret Baier : FOXNEWS : September 24, 2009 4:00am-5:00am EDT"
911,"FOX and Friends : FOXNEWS : August 6, 2010 6:00am-9:00am EDT"
912,"FOX News Watch : FOXNEWS : October 9, 2010 2:30pm-3:00pm EDT"
913,"FOX and Friends : FOXNEWS : December 2, 2010 6:00am-9:00am EST"
914,"Red Eye : FOXNEWS : December 23, 2010 3:00am-4:00am EST"
915,"FOX and Friends Saturday : FOXNEWS : August 27, 2011 6:00am-10:00am EDT"
916,"Geraldo at Large : FOXNEWS : October 23, 2011 10:00pm-11:00pm EDT"
917,"Hannity : FOXNEWS : October 25, 2011 9:00pm-10:00pm EDT"
918,"Happening Now : FOXNEWS : April 26, 2012 11:00am-1:00pm EDT"
919,"FOX News Sunday With Chris Wallace : FOXNEWS : August 5, 2012 2:00pm-3:00pm EDT"
920,"FOX News Sunday With Chris Wallace : FOXNEWS : July 19, 2009 6:00pm-7:00pm EDT"
921,"Happening Now : FOXNEWS : August 28, 2009 11:00am-1:00pm EDT"
922,"The O'Reilly Factor : FOXNEWS : September 8, 2009 8:00pm-8:06pm EDT"
923,"Bulls and Bears : FOXNEWS : September 12, 2009 10:00am-10:30am EDT"
924,"The FOX Report With Shepard Smith : FOXNEWS : October 2, 2009 7:00pm-8:00pm EDT"
925,"America's Newsroom : FOXNEWS : January 25, 2010 9:00am-11:00am EST"
926,"The Live Desk : FOXNEWS : January 26, 2010 1:00pm-3:00pm EST"
927,"The O'Reilly Factor : FOXNEWS : March 7, 2010 3:00pm-4:00pm EST"
928,"Huckabee : FOXNEWS : April 10, 2010 8:00pm-9:00pm EDT"
929,"Happening Now : FOXNEWS : April 14, 2010 11:00am-1:00pm EDT"
930,"FOX and Friends Saturday : FOXNEWS : May 1, 2010 7:00am-10:00am EDT"
931,"FOX and Friends : FOXNEWS : July 30, 2010 6:00am-9:00am EDT"
932,"America Live : FOXNEWS : October 15, 2010 1:00pm-3:00pm EDT"
933,"America Live : FOXNEWS : October 26, 2010 1:00pm-3:00pm EDT"
934,"FOX Report : FOXNEWS : January 2, 2011 7:00pm-8:00pm EST"
935,"America's News HQ : FOXNEWS : January 16, 2011 10:00am-10:30am EST"
936,"Geraldo at Large : FOXNEWS : April 3, 2011 10:00pm-11:00pm EDT"
937,"America's Newsroom : FOXNEWS : April 12, 2011 9:00am-11:00am EDT"
938,"The O'Reilly Factor : FOXNEWS : July 11, 2011 11:00pm-12:00am EDT"
939,"The Journal Editorial Report : FOXNEWS : October 1, 2011 11:00pm-11:30pm EDT"
940,"Huckabee : FOXNEWS : October 17, 2011 3:00am-4:00am EDT"
941,"Special Report With Bret Baier : FOXNEWS : November 1, 2011 6:00pm-7:00pm EDT"
942,"Special Report With Bret Baier : FOXNEWS : November 5, 2011 4:00am-5:00am EDT"
943,"Happening Now : FOXNEWS : July 15, 2009 11:00am-1:00pm EDT"
944,"The O'Reilly Factor : FOXNEWS : July 16, 2009 5:00am-6:00am EDT"
945,"Happening Now : FOXNEWS : July 23, 2009 11:00am-1:00pm EDT"
946,"Happening Now : FOXNEWS : September 18, 2009 11:00am-1:00pm EDT"
947,"FOX and Friends : FOXNEWS : January 8, 2010 6:00am-9:00am EST"
948,"Happening Now : FOXNEWS : April 27, 2010 11:00am-1:00pm EDT"
949,"FOX and Friends : FOXNEWS : September 21, 2010 6:00am-9:00am EDT"
950,"America's News HQ : FOXNEWS : December 25, 2010 12:00pm-1:41pm EST"
951,"America's News HQ : FOXNEWS : April 9, 2011 4:00pm-6:00pm EDT"
952,"The Journal Editorial Report : FOXNEWS : October 1, 2011 2:00pm-2:30pm EDT"
953,"Greta Van Susteren : FOXNEWS : October 7, 2011 10:00pm-11:00pm EDT"
954,"Huckabee : FOXNEWS : October 9, 2011 11:00pm-12:00am EDT"
955,"Greta Van Susteren : FOXNEWS : October 19, 2011 1:00am-2:00am EDT"
956,"The Five : FOXNEWS : October 25, 2011 5:00pm-6:00pm EDT"
957,"FOX News Sunday With Chris Wallace : FOXNEWS : October 30, 2011 2:00pm-3:00pm EDT"
958,"The Five : FOXNEWS : November 1, 2011 2:00am-3:00am EDT"
959,"Greta Van Susteren : FOXNEWS : November 3, 2011 10:00pm-11:00pm EDT"
960,"America's Election Headquarters : FOXNEWS : January 31, 2012 8:00pm-11:00pm EST"
961,"The O'Reilly Factor : FOXNEWS : July 4, 2009 5:00am-6:00am EDT"
962,"The FOX Report With Shepard Smith : FOXNEWS : July 7, 2009 7:29pm-8:00pm EDT"
963,"Red Eye : FOXNEWS : August 9, 2009 12:00am-1:00am EDT"
964,"Happening Now : FOXNEWS : August 26, 2009 11:00am-1:00pm EDT"
965,"FOX and Friends : FOXNEWS : October 12, 2009 6:00am-9:00am EDT"
966,"Glenn Beck : FOXNEWS : November 5, 2009 5:00pm-6:00pm EST"
967,"FOX and Friends : FOXNEWS : August 27, 2010 6:00am-9:00am EDT"
968,"Glenn Beck : FOXNEWS : April 7, 2011 2:00am-3:00am EDT"
969,"Glenn Beck : FOXNEWS : April 14, 2011 2:00am-3:00am EDT"
970,"Greta Van Susteren : FOXNEWS : October 4, 2011 1:00am-2:00am EDT"
971,"America's News Headquarters : FOXNEWS : October 8, 2011 12:00pm-1:00pm EDT"
972,"The Five : FOXNEWS : October 20, 2011 5:00pm-6:00pm EDT"
973,"FOX News Watch : FOXNEWS : October 29, 2011 11:30pm-12:00am EDT"
974,"Greta Van Susteren : FOXNEWS : November 8, 2011 1:00am-2:00am EST"
975,"The O'Reilly Factor : FOXNEWS : June 5, 2013 4:00am-5:00am EDT"
976,"Special Report With Bret Baier : FOXNEWS : July 10, 2009 6:00pm-7:00pm EDT"
977,"America's News HQ : FOXNEWS : September 6, 2009 12:00pm-2:00pm EDT"
978,"The FOX Report With Shepard Smith : FOXNEWS : January 14, 2010 7:00pm-8:00pm EST"
979,"Studio B With Shepard Smith : FOXNEWS : April 15, 2010 3:00pm-4:00pm EDT"
980,"Red Eye : FOXNEWS : July 15, 2010 3:00am-4:00am EDT"
981,"Studio B With Shepard Smith : FOXNEWS : September 10, 2010 3:00pm-4:00pm EDT"
982,"Geraldo at Large : FOXNEWS : October 18, 2010 4:00am-5:00am EST"
983,"Greta Van Susteren : FOXNEWS : November 3, 2010 12:00am-1:00am EST"
984,"The O'Reilly Factor : FOXNEWS : April 5, 2011 8:00pm-9:00pm EDT"
